iso3,pays,viande_de_volailles__disponibilité_alimentaire_en_quantité,viande_de_volailles__importations_quantité,viande_de_volailles__production,population_2017_milliers,pib_par_hab_usd,stabilite_politique,croissance_pib,inflation,fe_taux_dependance_import,fe_intensite_proteique,fe_potentiel_marche_musd,fe_import_par_hab,fe_croissance_pop_10ans,devise,taux_pour_1_eur,fe_change_log,cluster_kmeans,cluster_cah
AUS,Australia,47.65,16.0,1269.0,24584.62,54117.547718609,0.7831479,2.29331030192918,1.94864309065653,1.2872083668543846,8.645833333333334,63.39638783660786,0.6508133947158834,17.53784504596021,AUD,1.644044,0.4971590602661067,4,2
AUT,Austria,18.2,110.0,148.0,8819.901,47163.7425775142,0.9266955,2.27224992038207,2.08126911385586,61.11111111111112,11.523076923076925,7.570827633881513,12.471795318337474,6.08828496739795,EUR,1.0,0.0,2,4
AZE,Azerbaijan,13.11,27.0,104.0,9845.32,4147.1981423222,-0.455635299999999,0.153614661745507,12.9359184187334,20.610687022900763,10.113636363636363,0.5352877607989812,2.7424197486724657,12.850134962999071,AZN,1.936708,0.6609896244808708,1,4
BHS,"Bahamas, The",43.17,24.0,6.0,381.755,31875.4881749619,0.8186672,3.3713988456489,1.51820700736147,80.0,8.027472527472527,0.5253196270820005,62.86754593914946,13.14980630666678,BSD,1.142131,0.13289581568828596,3,3
BGD,Bangladesh,1.5,0.0,249.0,159685.424,1811.08221668646,-1.3289506,6.59024999794057,5.70207015717238,0.0,6.714285714285714,0.4338051475056559,0.0,11.933971069864558,BDT,140.284987,4.943675974967995,1,1
BRB,Barbados,46.78,2.0,15.0,286.232,20284.5762052461,0.8399905,0.708386729317951,4.66018463955995,11.764705882352942,7.703517587939698,0.2716091155102565,6.98733894183739,2.7025475421600387,BBD,2.284262,0.8260429962482313,2,4
BEL,Belgium,12.65,338.0,463.0,11419.748,44035.3239358548,0.3647602,1.47446761556785,2.12597086002616,100.0,10.386363636363637,6.36133462593975,29.59785102088067,6.750840284131754,EUR,1.0,0.0,2,4
BLZ,Belize,25.69,0.0,20.0,375.769,6071.85451846453,0.0274572,-1.83323729057784,1.14765339305816,0.0,7.509090909090908,0.0586146816571011,0.0,25.664743750522547,BZD,2.284262,0.8260429962482313,2,4
BOL,Bolivia,36.0,1.0,533.0,11192.855,4048.40119739839,-0.2207409,4.19520633360403,2.8227580554717,0.1876172607879924,7.374193548387097,1.6312740330350362,0.0893427101485724,17.099193707257008,BOB,12.95544,2.5615157771578905,1,4
BIH,Bosnia and Herzegovina,16.7,10.0,61.0,3351.525,5345.01978766473,-0.3110983,3.24409895306594,0.810133321953038,15.873015873015872,10.107142857142858,0.2991632563123456,2.983716367922065,-10.929694114945676,BAM,1.95583,0.6708146557701135,2,4
BWA,Botswana,3.39,3.0,5.0,2205.08,7104.96401088027,1.0166207,4.11437856445083,3.30828076768219,37.5,9.916666666666666,0.0531111775993692,1.360494857329439,17.575484188137413,BWP,16.215335,2.7859573994286935,2,4
BRA,Brazil,48.03,3.0,14201.0,207833.823,10080.5078722821,-0.602133799999999,1.32286905390815,3.44637335032669,0.0300571085061617,7.686274509803921,100.6262355808096,0.0144346091348182,9.311175906743152,BRL,5.834296,1.7637536072170705,4,2
BGR,Bulgaria,22.06,108.0,107.0,7102.444,8696.68930427924,0.4061393,2.74592676054861,2.06159619443141,63.52941176470589,10.790123456790123,1.3625965378450724,15.20603330346568,-6.2590541071330446,BGN,1.95583,0.6708146557701135,2,4
BFA,Burkina Faso,2.27,0.0,46.0,19193.234,709.091535894695,-0.855665599999999,6.20348941121868,1.48299897161325,0.0,9.625,0.030894154691171,0.0,34.670261852687425,XOF,655.957,6.486095238015186,1,1
BLR,Belarus,27.98,21.0,463.0,9450.231,5785.54491935194,0.0265511,2.53218349471909,6.03183725177785,6.325301204819277,9.905263157894735,1.5297991118460863,2.222167902562382,-0.3194341235681741,BYN,3.318413,1.1994866565960245,2,4
BEN,Benin,14.4,123.0,18.0,11175.198,1054.97408066814,0.3155886,5.67156195150444,0.0432648555103608,87.23404255319149,13.45945945945946,0.1697694370032159,11.006516394608846,32.175891237077,XOF,655.957,6.486095238015186,2,4
CPV,Cabo Verde,17.62,12.0,1.0,537.498,3893.09571382506,0.7203252,4.5513148102974,0.784415251101334,92.3076923076923,10.516129032258064,0.0368703990390157,22.32566446758872,13.143181913863522,CVE,110.265,4.702886559494161,2,4
KHM,Cambodia,2.34,10.0,28.0,16009.409,1826.35391688754,-0.153852799999999,8.07503915535979,2.91263557371478,26.31578947368421,6.727272727272728,0.0684189015920388,0.6246326769464132,17.0281686454977,KHR,4617.342105,8.437574516578069,1,1
CMR,Cameroon,3.16,0.0,81.0,24566.073,1496.08951771242,-1.1934513,3.54117654926007,0.64040914988195,0.0,9.727272727272728,0.1161396200090396,0.0,31.156984182085456,XAF,655.957,6.486095238015186,1,1
CAN,Canada,39.02,182.0,1417.0,36732.095,45129.628116623,1.0192144,3.03383491200222,1.59688412852976,12.674094707520892,9.0,64.68367982023011,4.954794982426131,11.543301992657696,CAD,1.607414,0.47462667647610784,4,2
CHL,Chile,36.36,155.0,712.0,18470.439,14879.9086227187,0.5894191,1.35769537343957,2.18271846868519,20.611702127659573,7.980392156862745,9.993125843528931,8.391787547659263,11.737574783600556,CLP,1063.973913,6.96976615174388,2,4
HKG,"Hong Kong SAR, China",53.51,907.0,24.0,7306.322,46160.429791493,0.6833963,3.79611114629799,1.49387243939522,100.0,10.6,18.046941188391827,124.13906750893268,6.8173388508650845,HKD,8.950223,2.191678448177478,3,3
MAC,"Macao SAR, China",34.47,23.0,3.0,622.585,77570.9876166977,1.3135357,9.91855844513513,1.22812404052809,88.46153846153847,8.380281690140844,1.6647125637245297,36.94274677353293,23.40365224940586,MOP,9.218251,2.221185323261517,2,4
TWN,"Chine, Taiwan Province de",33.17,161.0,652.0,23674.546,6025.22737479042,1.0259424,3.39894872623931,2.40636194047246,20.0,8.738095238095237,4.731518816132495,6.800552796239472,3.2595803720600003,TWD,36.91423,3.608597113564069,2,4
CHN,China,12.33,452.0,18236.0,1421021.791,8979.67652709856,-0.203288,6.8912663621211,1.59313600071435,2.495583038869258,6.711864406779661,157.3346965406347,0.3180809772677159,5.574163721611192,CNY,7.738051,2.0461498471069506,4,2
CYP,Cyprus,25.08,14.0,25.0,1179.678,26247.44921875,0.6738103,5.75083236554525,0.531766496174467,36.8421052631579,10.527472527472527,0.7765655430588723,11.867645238785498,10.901906811329765,EUR,1.0,0.0,2,4
COL,Colombia,31.99,78.0,1564.0,48909.839,6479.53231292429,-0.779948499999999,1.35936086788746,4.3143132569501,4.7560975609756095,8.621621621621623,10.138043102231384,1.5947711461491418,11.825827054284456,COP,3651.776316,8.20296899011284,1,4
COG,"Congo, Rep.",21.53,104.0,7.0,5110.695,2211.63309874797,-0.7695685,-5.59477371915547,0.450063823285546,93.69369369369367,10.347222222222223,0.2433532071881119,20.349482800284505,31.850828109250507,XAF,655.957,6.486095238015186,2,4
CRI,Costa Rica,26.52,17.0,133.0,4949.954,12317.0902771304,0.7405908,4.1576989627609,1.62590692991731,11.564625850340136,8.619565217391303,1.6168986831752452,3.434375349750725,12.38075042886708,CRC,518.108512,6.2501847029465445,2,4
HRV,Croatia,10.77,24.0,61.0,4182.857,13901.7878144679,0.6251591,3.28396321643012,1.12937210282347,35.294117647058826,10.972972972972972,0.6262667813862591,5.737705113992661,-4.116264665578296,EUR,1.0,0.0,2,4
CUB,Cuba,23.72,312.0,29.0,11339.254,8610.60829605429,0.5729674,1.80979178380274,2.40636194047246,91.49560117302052,8.682926829268293,2.315970384645432,27.51503758536496,0.7833174326969505,CUP,27.411138,3.310949427147131,2,4
CIV,Cote d'Ivoire,2.53,7.0,58.0,24437.47,1964.29930338343,-1.0411412,7.41076242592504,0.685881065304603,10.76923076923077,10.75,0.1214463384025572,0.286445364434207,27.46944811125125,XOF,655.957,6.486095238015186,1,1
DNK,Denmark,28.98,133.0,173.0,5732.274,57521.5514992225,0.9149035,3.05647723922718,1.14713216957601,79.64071856287426,11.580357142857144,9.555554942979,23.201961385656023,4.796284992050159,DKK,7.463618,2.010040283242856,2,4
DJI,Djibouti,2.68,3.0,0.0,944.099,2618.95521147369,-0.7552217,5.458091517212,0.57728572456066,100.0,10.222222222222223,0.0066264420298082,3.177632854181606,17.213710082922496,DJF,202.980621,5.313110511430713,2,4
DMA,Dominica,35.19,4.0,0.0,71.458,8224.64896571414,1.1093885,-7.5443637547282,0.296252889279486,100.0,7.68,0.0206817600262205,55.97693750174928,0.9365068154530533,XCD,3.083753,1.1261473617024642,3,3
SLV,El Salvador,20.43,16.0,136.0,6388.126,4020.12671373919,-0.3360373,2.24761908134138,1.0123540331558,10.666666666666666,8.80281690140845,0.5246643823394703,2.504646902706678,4.623727236844899,USD,1.142119,0.1328853089574115,2,4
ESP,Spain,30.39,205.0,1515.0,46647.428,28381.3425596906,0.280621,2.89604207865007,1.95607633363963,13.594164456233422,11.876190476190477,40.23382649499772,4.394668876491969,2.6818771308489757,EUR,1.0,0.0,4,2
EST,Estonia,21.26,21.0,20.0,1319.39,20851.5223496861,0.8425161,5.63467248963991,3.41723549488054,70.0,8.453488372093023,0.5848900269509668,15.91644623651839,-1.852716961145462,EUR,1.0,0.0,2,4
SWZ,Eswatini,6.46,2.0,6.0,1124.805,3853.09956569679,-0.380332699999999,3.52095345987983,6.22137528933118,25.0,10.136363636363637,0.0279975473441785,1.7780859793475312,7.879234874147856,SZL,19.096553,2.949507847561508,1,4
FJI,Fiji,28.02,3.0,23.0,877.459,5826.84814459328,0.3819841,5.35336455965039,3.34757834757831,11.538461538461538,9.731958762886595,0.143261226097909,3.4189631652305126,4.935361580502029,FJD,2.541992,0.9329480256340646,2,4
FIN,Finland,18.76,16.0,129.0,5511.371,46085.0174739036,1.1388152,3.30337003591039,0.754015047084346,12.030075187969924,11.573529411764708,4.764882957041506,2.903088904738948,4.032512737981242,EUR,1.0,0.0,2,4
FRA,France,22.9,506.0,1750.0,64842.509,38687.1626407164,0.229972,2.08361485997399,1.03228275064681,28.83190883190883,9.728260869565217,57.44631464027618,7.803522840240498,4.805752623998361,EUR,1.0,0.0,4,2
RUS,Russian Federation,30.98,226.0,4444.0,145530.082,10658.9130859375,-0.5386198,1.82579006401834,3.68333072334495,4.961580680570801,10.038461538461538,48.05594350833953,1.552943535069265,1.5801841679181194,RUB,90.388829,4.504120686753508,4,2
GAB,Gabon,29.33,76.0,4.0,2064.823,6921.73373135624,-0.4524644,0.472642030911146,2.65192583143902,95.0,10.696969696969695,0.4191889063957907,36.80702898020799,40.21852876763492,XAF,655.957,6.486095238015186,2,4
GMB,"Gambia, The",3.53,16.0,2.0,2213.889,642.522641296331,-0.196953699999999,4.8226112492757,8.03418974545911,88.88888888888889,10.333333333333334,0.0050213325415936,7.227101268401442,35.00574443485007,GMD,84.846204,4.4408402529069315,1,4
GHA,Ghana,7.24,151.0,60.0,29121.465,2012.28662641265,0.0663948999999999,8.12889488100956,12.3719215507048,71.56398104265404,14.124999999999998,0.424269318221959,5.185178698942515,26.813854204325335,GHS,13.30796,2.5883623524408623,1,4
GRD,Grenada,45.7,7.0,1.0,110.874,9751.42661155932,0.9134729,4.43867566948151,0.908458255874249,87.5,8.072916666666668,0.0494099111077422,63.13472951278028,5.403555471052379,XCD,3.083753,1.1261473617024642,3,3
GRC,Greece,15.32,79.0,246.0,10569.45,18631.9930129293,0.00694,1.47312472702352,1.12125452031425,26.68918918918919,11.924528301886792,3.0169663521937458,7.474371892577191,-4.954049141223682,EUR,1.0,0.0,2,4
GTM,Guatemala,20.58,129.0,235.0,16914.97,4324.99768915601,-0.700759599999999,3.07985126948702,4.42453655182546,36.134453781512605,8.605633802816902,1.5055753028169077,7.6263806557150255,23.463987392417728,GTQ,8.690752,2.162259471781817,1,4
GIN,Guinea,4.08,37.0,13.0,12067.519,833.598621691121,-0.800407099999999,10.3000053427355,8.91435947913097,74.0,10.142857142857142,0.0410426261989761,3.0660817687546214,26.78413122197332,GNF,10012.765868,9.211616144632064,1,1
GNB,Guinea-Bissau,2.16,4.0,3.0,1828.145,783.123186602022,-0.582037399999999,4.66367943913264,1.69111461822298,57.142857142857146,10.571428571428571,0.0030923915140163,2.188010250828025,29.51394325217156,XOF,655.957,6.486095238015186,1,4
GUY,Guyana,38.34,0.0,31.0,775.222,6178.6650437298,-0.0051392,3.73449154571284,1.90465615515584,0.0,7.472727272727273,0.1836423533608118,0.0,3.851172311426776,GYD,238.39538,5.473930555808785,2,4
GEO,Georgia,15.27,51.0,22.0,4008.716,4418.75206546679,-0.1125587,5.15990261658827,6.03531725272117,75.0,10.176470588235295,0.2704854825413613,12.722278155898298,-3.79544151517196,GEL,2.989487,1.0951018007760973,2,4
HTI,Haiti,8.91,89.0,9.0,10982.366,1395.23945184461,-0.834199999999999,2.51027134544685,10.6800887242584,90.81632653061224,8.870967741935484,0.1365282001315702,8.103900379936345,15.660733362765368,HTG,149.073067,5.004436568297566,1,4
HND,Honduras,21.73,12.0,193.0,9429.013,2413.0076562942,-0.9065696,4.84291391050387,3.93436084442044,5.882352941176471,7.505376344086022,0.4944070565752656,1.2726676694580863,20.75291367708956,HNL,30.552355,3.419441769389618,1,1
HUN,Hungary,25.27,58.0,493.0,9729.823,14736.1668157258,0.7324048,4.12418389451805,2.34824281150154,17.008797653958943,9.423076923076923,3.623220049987322,5.961053967785436,-2.936169444408687,HUF,362.644265,5.893422367538506,2,4
IND,India,2.22,0.0,3545.0,1338676.785,1950.10468280866,-0.572111399999999,6.79538341897911,3.32817337461298,0.0,10.714285714285714,5.795442905174547,0.0,13.1394581161703,INR,108.998068,4.691330157301416,1,1
IDN,Indonesia,7.19,1.0,2301.0,264650.963,3798.88326174526,-0.5816146,5.06978590134916,3.80879857691949,0.0434404865334491,9.68,7.228668636391887,0.0037785617277349,13.889972186891876,IDR,20578.077671,9.931981597396511,1,1
IRN,"Iran, Islamic Rep.",27.52,6.0,2174.0,80673.883,6000.93346404409,-0.699442999999999,3.02685468694025,8.04492437660278,0.2810304449648712,10.208333333333334,13.322943986733016,0.0743735119332238,13.089247821678883,IRR,1565785.83138,14.263898384609288,1,1
IRQ,Iraq,14.95,470.0,96.0,37552.781,4759.2846435467,-2.1677252,-1.81975035118309,0.18405889884769,83.03886925795052,10.326923076923077,2.671929390339796,12.515717544327808,34.543539579455576,IQD,1493.268085,7.308722342705994,1,1
IRL,Ireland,25.82,99.0,110.0,4753.279,72161.4047531385,0.9418026,10.1088576065965,0.362173038229378,85.34482758620689,11.6,8.856344943245183,20.827727553968533,9.911527916421292,EUR,1.0,0.0,2,4
ISL,Iceland,29.95,2.0,10.0,334.393,72976.3729990975,1.2503574,3.48506703916689,1.76041559180596,16.666666666666668,11.85576923076923,0.7308635094738019,5.980986444094225,9.571306396489977,ISK,142.367297,4.958410316704045,2,4
ISR,Israel,67.39,0.0,629.0,8243.848,41138.470964272,-0.4501475,4.3469311670646,0.249807840123008,0.0,11.91025641025641,22.854597533602337,0.0,20.398396936765284,ILS,3.507948,1.2550312511389534,4,2
ITA,Italy,18.88,97.0,1315.0,60673.701,32844.115660604,0.2543499,1.60369995294101,1.22653316645812,7.89259560618389,12.046153846153846,37.62357412443308,1.5987157269341457,3.2781448842877925,EUR,1.0,0.0,4,2
JAM,Jamaica,51.1,31.0,128.0,2920.848,5605.43541173019,0.1291365,2.29303371291363,4.37839864991561,19.620253164556964,8.825842696629215,0.8366411278666945,10.613356121236023,5.5133123114542215,JMD,179.999813,5.192955812000782,2,4
JPN,Japan,18.5,1069.0,2215.0,127502.725,38834.0529341227,1.169376,1.67533175173359,0.484199796126385,32.65119120342089,10.805970149253731,91.60178008005546,8.384134535163856,-0.7715002725768083,JPY,186.90419,5.230596132615793,4,2
JOR,Jordan,28.07,64.0,210.0,9785.843,4065.61628749384,-0.444359699999999,2.47359815449045,3.32389447576097,24.24242424242424,10.306122448979592,1.1167784990425482,6.540059962131009,56.44132636748476,JOD,0.809771,-0.2110037873367515,2,4
KAZ,Kazakhstan,18.27,174.0,171.0,18080.019,8943.08416791984,-0.0563947,4.10000000257358,7.44266321306792,51.32743362831859,10.131147540983608,2.9540969756947573,9.623883691715148,15.143925935021208,KZT,542.588664,6.296351508005116,1,4
KEN,Kenya,0.67,0.0,35.0,50221.142,1667.48447230835,-1.1322093,3.83795817364721,8.00564967709945,0.0,11.5,0.0561077928926171,0.0,29.750504392970043,KES,147.479399,4.993688498228809,1,1
KGZ,Kyrgyz Republic,3.1,25.0,7.0,6189.733,1221.39046807082,-0.2975366,4.73993722377884,3.1753098637994,78.125,9.818181818181818,0.0234362507469205,4.0389464295148105,19.39168565957205,KGS,99.585201,4.601013569213457,1,4
KIR,Kiribati,17.98,1.0,1.0,114.158,1853.05122713319,0.9519508,3.74913001948165,0.355520888546828,50.0,10.555555555555555,0.0038035003833275,8.759789064279332,18.265355807183493,AUD,1.644044,0.4971590602661067,2,4
KWT,Kuwait,46.25,137.0,56.0,4056.099,29047.6536135703,0.0018547,-4.71222270495362,2.17183298510006,72.48677248677248,10.173076923076922,5.449182343313636,33.7762958941584,61.98355523660166,KWD,0.352911,-1.0415393784834945,3,3
LSO,Lesotho,7.93,15.0,2.0,2091.534,1069.36673247542,-0.2021614,-3.13817493733471,4.447699373763,88.23529411764706,10.074074074074074,0.017736371853969,7.171769619810148,5.265028018211093,ZAR,19.096906,2.9495263324020677,2,4
LVA,Latvia,20.89,43.0,33.0,1951.097,15132.4958333982,0.6631827,3.39894872623931,2.93036312374665,76.78571428571429,10.027777777777777,0.6167765652896342,22.03888376641448,-11.236669670791311,EUR,1.0,0.0,2,4
LBN,Lebanon,10.74,13.0,64.0,6819.373,8608.21084982387,-1.3393518,0.903028464073813,4.32135218303191,17.80821917808219,10.263157894736842,0.6304659309551806,1.9063336174748031,43.04344305760189,LBP,102220.7029,11.534889508643767,1,1
LBR,Liberia,10.67,48.0,15.0,4702.226,699.269095727404,-0.2701752,2.45515592012239,12.4196323907138,76.19047619047619,10.38888888888889,0.0350842545156192,10.20793130742759,35.82746639067265,LRD,206.547408,5.330529964744426,1,4
LTU,Lithuania,28.19,44.0,118.0,2845.414,16800.1510246099,0.8922634,4.61224310312809,3.72288862303707,46.80851063829788,10.145833333333334,1.3475774211073346,15.463479128169046,-12.69004412423519,EUR,1.0,0.0,2,4
LUX,Luxembourg,18.33,11.0,0.0,591.91,110193.213797228,1.2715421,1.31718713754285,1.73079959118887,100.0,10.420289855072465,1.1955644467258868,18.58390633711206,24.634934672520338,EUR,1.0,0.0,2,4
MKD,North Macedonia,19.73,40.0,2.0,2081.996,5955.2973863451,-0.249481799999999,1.08177273813243,1.35161889677442,97.5609756097561,10.308823529411764,0.2446304023025801,19.21233278065856,0.8022558058240925,MKD,61.497,4.1189883931348605,2,4
MDG,Madagascar,2.87,0.0,81.0,25570.512,491.866848718929,-0.535016199999999,3.93330759462793,8.60905075422949,0.0,6.928571428571429,0.0360968141422246,0.0,31.579347653257027,MGA,4855.994212,8.487969140811112,1,1
MYS,Malaysia,39.21,68.0,1724.0,31104.646,9862.54806612235,-0.011848,5.81272240983328,3.87120115774237,3.8901601830663615,9.119718309859154,12.028493507847584,2.186168587162188,16.407991356407116,MYR,4.656341,1.5382299465789195,4,4
MWI,Malawi,5.17,0.0,130.0,17670.196,495.769683367165,-0.313000899999999,4.00000000089172,11.5433939188771,0.0,10.23529411764706,0.0452909964506912,0.0,32.44230953440636,MWK,1984.771285,7.593258964820296,1,1
MDV,Maldives,13.5,12.0,0.0,496.402,10509.628805812,-0.0431782999999999,7.07442863215275,2.81747338234509,100.0,10.0,0.0704295102392462,24.173955785834867,48.10498584296281,MVR,17.616643,2.8688440802224475,2,4
MLI,Mali,2.83,1.0,48.0,18512.43,924.057531692284,-1.71864139999999,5.37554769639952,1.75985742927165,2.0408163265306123,10.666666666666666,0.0484115375511361,0.0540177599591193,35.60765350881048,XOF,655.957,6.486095238015186,1,1
MLT,Malta,27.17,9.0,4.0,437.933,30317.2443175543,1.082828,12.9713424962459,1.36435448150708,69.23076923076923,12.310679611650484,0.3607339641028991,20.55108886519171,7.375469533065915,EUR,1.0,0.0,2,4
MAR,Morocco,20.96,3.0,762.0,35581.255,3296.52661132813,-0.5065227,5.05789816173446,0.754663249323619,0.3926701570680628,10.414285714285716,2.458493851252116,0.084314058062314,14.17542149155524,MAD,10.681595,2.368522166950547,1,4
MUS,Mauritius,37.93,2.0,48.0,1264.499,10986.7034093005,1.0144918,3.93798380632353,3.66699702675925,4.0,10.203125,0.5269491807423637,1.5816540780182506,2.480774202541736,MUR,53.976111,3.988541559792552,2,4
MRT,Mauritania,5.14,24.0,5.0,4282.57,1615.00401327323,-0.7637873,6.27054566937677,2.25427651934813,82.75862068965517,14.454545454545457,0.0355501301688149,5.6041115498404,33.72512932796297,MRU,45.686499,3.8218028275572538,2,4
MEX,Mexico,32.52,972.0,3249.0,124777.324,9649.27816772402,-1.0455954,1.87172853327193,6.04145724018986,23.07692307692308,7.528455284552845,39.15444124192337,7.789876949116172,14.295823243535157,MXN,19.965257,2.9939936129592564,4,2
MNG,Mongolia,2.77,10.0,0.0,3113.786,3645.96708669551,0.716039,5.63687638694772,4.30143105302342,100.0,10.555555555555555,0.0314471487207067,3.211524491406924,20.04634091802824,MNT,4128.363219,8.325636292389422,2,4
MNE,Montenegro,15.98,8.0,4.0,627.563,7674.2813940676,0.0506422,3.21668504736274,2.3802359905313,66.66666666666667,10.527272727272727,0.0769611989709938,12.747724132875902,1.292540613827664,EUR,1.0,0.0,2,4
MOZ,Mozambique,3.59,24.0,92.0,28649.018,470.93856305196,-1.06530219999999,2.63820737310658,15.1132073899384,20.689655172413797,9.23076923076923,0.0484360192574733,0.8377250487259285,32.185670157718384,MZN,72.693864,4.286256979326835,1,1
MMR,Myanmar,30.37,3.0,1662.0,53382.523,1272.82241815234,-1.24136,6.13610824360305,4.5725365531752,0.1801801801801801,8.560344827586206,2.0635343550024023,0.0561981680783427,7.579476426285203,MMK,2390.460296,7.779241218850627,1,1
NAM,Namibia,11.53,29.0,11.0,2402.633,5143.96072323076,0.6294292,-1.02724808856709,6.14579981111164,100.0,10.625,0.1424998440134182,12.070091437185788,19.74165144125584,ZAR,19.096906,2.9495263324020677,2,4
NIC,Nicaragua,21.59,6.0,143.0,6384.846,2182.61380995674,-0.181501599999999,4.63120757580209,3.85067166284727,4.026845637583893,7.430107526881721,0.3008707494368758,0.939725092821346,14.217945977275704,NIO,41.876504,3.7347249059181618,1,1
NER,Niger,0.94,3.0,19.0,21602.382,521.804130023434,-1.0412801,5.00536078615544,2.79637318871284,13.636363636363637,10.666666666666668,0.0105958794171872,0.1388735742197318,47.10109000102756,XOF,655.957,6.486095238015186,1,1
NGA,Nigeria,1.01,0.0,201.0,190873.244,1876.34027111773,-1.90978539999999,0.805886619102438,16.5022662139641,0.0,15.5,0.3617245859400415,0.0,30.43137487987988,NGN,1551.701019,7.347107039788327,1,1
NOR,Norway,19.05,2.0,101.0,5296.326,76131.8384032764,1.0956942,2.46374626574153,1.87510059552545,1.941747572815534,11.833333333333334,7.681322619856508,0.3776202597800815,12.224514885572368,NOK,10.999471,2.397847180732875,2,4
NCL,New Caledonia,38.71,9.0,1.0,277.15,32354.7102832901,-0.0200749999999999,3.39894872623931,2.40636194047246,90.0,10.330882352941178,0.3471167489385861,32.473389861086055,13.898352449954988,XPF,119.332,4.781909524485813,2,4
NZL,New Zealand,34.79,1.0,223.0,4702.034,42950.3841711138,1.4924848,3.37873219470765,1.85078767452536,0.4975124378109453,8.585714285714285,7.025985458993378,0.2126739194144491,11.079208683298011,NZD,1.972905,0.6795070758558864,2,4
NPL,Nepal,1.99,0.0,58.0,27632.681,1034.28374906846,-0.5502541,8.97727935643466,2.77703998300211,0.0,9.571428571428571,0.0568742654739706,0.0,4.738353688746377,NPR,174.39668,5.161332474596431,1,1
OMN,Oman,21.63,126.0,7.0,4665.928,17820.0661809335,0.5468563,0.304057565922449,1.58909413567799,100.0,10.10958904109589,1.7984727626908308,27.00427439086073,75.59844013792181,OMR,0.439146,-0.82292334716556,2,4
UGA,Uganda,1.52,0.0,65.0,41166.588,765.218332297361,-0.6855171,3.13140551723596,5.20971705914209,0.0,10.2,0.0478821702799134,0.0,39.61241304362719,UGX,4209.911715,8.345196956147758,1,1
UZB,Uzbekistan,1.96,0.0,0.0,31959.785,2190.60411562888,-0.2138791,4.39527463349263,13.8757425441635,0.0,10.5,0.1372220236490037,0.0,17.478862392620155,UZS,13795.296136,9.532082953329276,1,1
PAK,Pakistan,5.86,2.0,1281.0,207906.209,1519.23459514248,-2.2184098,4.43262590683975,4.08537368032608,0.1563721657544957,9.85,1.850929668810256,0.0096197223239254,23.89521292788568,PKR,318.092102,5.762340969776632,1,1
